nombre_aeropouerto,codigo_IATA,ISO_pais,ISO_region
DUBUQUE REGIONAL,DBQ,US,US-IA
RONALD REAGAN WASHINGTON NATIONAL,DCA,US,US-DC
PRYOR FIELD REGIONAL,DCU,US,US-AL
DODGE CITY REGIONAL,DDC,US,US-KS
DECATUR,DEC,US,US-IL
DECORAH MUNICIPAL,DEH,US,US-IA
DENVER INTERNATIONAL,DEN,US,US-CO
COLEMAN A. YOUNG MUNICIPAL,DET,US,US-MI
DEFIANCE MEMORIAL,DFI,US,US-OH
DALLAS FORT WORTH INTERNATIONAL,DFW,US,US-TX
DOUGLAS MUNICIPAL,DGL,US,US-AZ
CONVERSE COUNTY,DGW,US,US-WY
DOTHAN REGIONAL,DHN,US,US-AL
DALHART MUNICIPAL,DHT,US,US-TX
DICKINSON THEODORE ROOSEVELT REGIONAL,DIK,US,US-ND
CHAUTAUQUA COUNTY-DUNKIRK,DKK,US,US-NY
DILLON COUNTY,DLL,US,US-SC
LAUGHLIN AIR FORCE BASE,DLF,US,US-TX
DULUTH INTERNATIONAL,DLH,US,US-MN
DILLON,DLN,US,US-MT
COLUMBIA GORGE REGIONAL,DLS,US,US-OR
DAVIS MONTHAN AIR FORCE BASE,DMA,US,US-AZ
DEMING MUNICIPAL,DMN,US,US-NM
SEDALIA MEMORIAL,DMO,US,US-MO
DANIEL FIELD,DNL,US,US-GA
DALTON MUNICIPAL,DNN,US,US-GA
DENISON MUNICIPAL,DNS,US,US-IA
VERMILION REGIONAL,DNV,US,US-IL
DOVER AIR FORCE BASE,DOV,US,US-DE
KANDEP,KDP,PG,PG-EPW
DUPAGE,DPA,US,US-IL
MICHAEL AAF (DUGWAY PROVING GROUND),DPG,US,US-UT
KAMBERATORO,KDQ,PG,PG-SAN
DESERT ROCK,DRA,US,US-NV
BEAUREGARD REGIONAL,DRI,US,US-LA
DRUMMOND ISLAND,DRE,US,US-MI
DURANGO LA PLATA COUNTY,DRO,US,US-CO
DEL RIO INTERNATIONAL,DRT,US,US-TX
KAMARAN DOWNS,KDS,AU,AU-QLD
DES MOINES INTERNATIONAL,DSM,US,US-IA
DANSVILLE MUNICIPAL,DSV,US,US-NY
DELTA MUNICIPAL,DTA,US,US-UT
DETROIT LAKES - WETHING FIELD,DTL,US,US-MN
SHREVEPORT DOWNTOWN,DTN,US,US-LA
DESTIN EXECUTIVE,DSI,US,US-FL
DETROIT METROPOLITAN WAYNE COUNTY,DTW,US,US-MI
DURANT REGIONAL - EAKER FIELD,DUA,US,US-OK
HALLIBURTON FIELD,DUC,US,US-OK
BISBEE DOUGLAS INTERNATIONAL,DUG,US,US-AZ
DUBOIS REGIONAL,DUJ,US,US-PA
DEVILS LAKE REGIONAL,DVL,US,US-ND
DAVENPORT MUNICIPAL,DVN,US,US-IA
MARIN COUNTY - GNOSS FIELD,NOT,US,US-CA
SLAYTON MUNICIPAL,NSL,US,US-MN
PHOENIX DEER VALLEY,DVT,US,US-AZ
DAVID WAYNE HOOKS MEMORIAL,DWH,US,US-TX
DANBURY MUNICIPAL,DXR,US,US-CT
DOYLESTOWN,DYL,US,US-PA
DYESS AIR FORCE BASE,DYS,US,US-TX
VIPINGO ESTATE,VPG,KE,KE-300
KICHWA TEMBO,KTJ,KE,KE-700
OL SEKI AIRSTRIP,OSJ,KE,KE-700
OLARE OROK AIRFIELD,OLG,KE,KE-700
MARA NORTH CONSERVANCY AIRSTRIP,HKR,KE,KE-700
ANGAMA,ANA,KE,KE-700
MUSIARA AIRSTRIP,MDR,KE,KE-700
OLKIOMBO,OLX,KE,KE-700
KERIO VALLEY,KRV,KE,KE-700
KIUNGA,KIU,KE,KE-300
LIBOI,LBK,KE,KE-500
LAKE BARINGO,LBN,KE,KE-700
LAKE RUDOLF,LKU,KE,KE-700
MARA LODGES,MRE,KE,KE-700
MUMIAS,MUM,KE,KE-900
ROY HURD MEMORIAL,MIF,US,US-TX
CRANE COUNTY,CCG,US,US-TX
OHKAY OWINGEH,ESO,US,US-NM
WHITERIVER,WTR,US,US-AZ
ALPINE CASPARIS MUNICIPAL,ALE,US,US-TX
BAGDAD,BGT,US,US-AZ
PHIFER AIRFIELD,EAN,US,US-WY
KEARNEY REGIONAL,EAR,US,US-NE
PANGBORN MEMORIAL,EAT,US,US-WA
CHIPPEWA VALLEY REGIONAL,EAU,US,US-WI
NANWALEK,KEB,US,US-AK
WEBSTER CITY MUNICIPAL,EBS,US,US-IA
ELIZABETH CITY REGIONAL & COAST GUARD AIR STATION,ECG,US,US-NC
MONDELL FIELD,ECS,US,US-WY
NORTHEASTERN REGIONAL,EDE,US,US-NC
ENTERPRISE MUNICIPAL,ETS,US,US-AL
EDWARDS AIR FORCE BASE,EDW,US,US-CA
NEEDLES,EED,US,US-CA
DILLANT HOPKINS,EEN,US,US-NH
ELLINGTON,EFD,US,US-TX
NORTHEAST KINGDOM INTERNATIONAL,EFK,US,US-VT
JEFFERSON MUNICIPAL,EFW,US,US-IA
KEGLSUGL,KEG,PG,PG-CPK
EAGLE COUNTY REGIONAL,EGE,US,US-CO
DUKE FIELD,EGI,US,US-FL
EAGLE RIVER UNION,EGV,US,US-WI
EKWOK,KEK,US,US-AK
MURRAY FIELD,EKA,US,US-CA
ELKHART MUNICIPAL,EKI,US,US-IN
ELKINS-RANDOLPH COUNTY REGIONAL,EKN,US,US-WV
ELKO REGIONAL,EKO,US,US-NV
ADDINGTON FIELD / ELIZABETHTOWN REGIONAL,EKX,US,US-KY
EAGLE LAKE,ELA,US,US-TX
SOUTH ARKANSAS REGIONAL AT GOODWIN FIELD,ELD,US,US-AR
ELK CITY REGIONAL BUSINESS,ELK,US,US-OK
ELMIRA CORNING REGIONAL,ELM,US,US-NY
BOWERS FIELD,ELN,US,US-WA
ELY MUNICIPAL,LYU,US,US-MN
EL PASO INTERNATIONAL,ELP,US,US-TX
ELY YELLAND FIELD,ELY,US,US-NV
WELLSVILLE MUNICIPAL ARPT-TARANTINE FIELD,ELZ,US,US-NY
KEMMERER MUNICIPAL,EMM,US,US-WY
EMPORIA MUNICIPAL,EMP,US,US-KS
SAN GABRIEL VALLEY,EMT,US,US-CA
VANCE AIR FORCE BASE,END,US,US-OK
CENTRALIA MUNICIPAL,ENL,US,US-IL
WENDOVER,ENV,US,US-UT
KENOSHA REGIONAL,ENW,US,US-WI
KEOKUK MUNICIPAL,EOK,US,US-IA
EPHRATA MUNICIPAL,EPH,US,US-WA
CAPTAIN JACK THOMAS EL DORADO,EDK,US,US-KS
ERIE INTERNATIONAL TOM RIDGE FIELD,ERI,US,US-PA
ERROL,ERR,US,US-NH
KERRVILLE MUNICIPAL LOUIS SCHREINER FIELD,ERV,US,US-TX
DELTA COUNTY,ESC,US,US-MI
ESLER ARMY AIRFIELD / ESLER REGIONAL,ESF,US,US-LA
EASTON / NEWNAM FIELD,ESN,US,US-MD
ESTHERVILLE MUNICIPAL,EST,US,US-IA
EASTON STATE,ESW,US,US-WA
WEST BEND MUNICIPAL,ETB,US,US-WI
EASTLAND MUNICIPAL,ETN,US,US-TX
WEEDON FIELD,EUF,US,US-AL
MAHLON SWEET FIELD,EUG,US,US-OR
EVELETH VIRGINIA MUNICIPAL,EVM,US,US-MN
EVANSVILLE REGIONAL,EVV,US,US-IN
EVANSTON-UINTA COUNTY-BURNS FIELD,EVW,US,US-WY
NEW BEDFORD REGIONAL,EWB,US,US-MA
NEWTON CITY-COUNTY,EWK,US,US-KS
COASTAL CAROLINA REGIONAL,EWN,US,US-NC
NEWARK LIBERTY INTERNATIONAL,EWR,US,US-NJ
KANABEA,KEX,PG,PG-GPK
KEY WEST INTERNATIONAL,EYW,US,US-FL
WILBARGER COUNTY,WIB,US,US-TX
FRENCH VALLEY,RBK,US,US-CA
FELKER ARMY AIR FIELD,FAF,US,US-VA
FARMINGTON REGIONAL,FAM,US,US-MO
HECTOR INTERNATIONAL,FAR,US,US-ND
FRESNO YOSEMITE INTERNATIONAL,FAT,US,US-CA
FAYETTEVILLE REGIONAL - GRANNIS FIELD,FAY,US,US-NC
SIMMONS ARMY AIR FIELD,FBG,US,US-NC
FARIBAULT MUNICIPAL-LIZ WALL STROHFUS FIELD,FBL,US,US-MN
FORT BRIDGER,FBR,US,US-WY
FAIRBURY MUNICIPAL,FBY,US,US-NE
FRESNO CHANDLER EXECUTIVE,FCH,US,US-CA
FLYING CLOUD,FCM,US,US-MN
BUTTS AAF (FORT CARSON) AIR FIELD,FCS,US,US-CO
FORREST CITY MUNICIPAL,FCY,US,US-AR
FREDERICK MUNICIPAL,FDK,US,US-MD
FREDERICK REGIONAL,FDR,US,US-OK
FINDLAY,FDY,US,US-OH
ALBERTUS,FEP,US,US-IL
FREMONT MUNICIPAL,FET,US,US-NE
FIRST FLIGHT,FFA,US,US-NC
FAIRFIELD MUNICIPAL,FFL,US,US-IA
FERGUS FALLS MUNICIPAL - EINAR MICKELSON FIELD,FFM,US,US-MN
WRIGHT-PATTERSON AIR FORCE BASE,FFO,US,US-OH
CAPITAL CITY,FFT,US,US-KY
FALCON FIELD,MSC,US,US-AZ
FRIDAY HARBOR,FRD,US,US-WA
SIERRA VISTA MUNICIPAL / LIBBY ARMY AIR FIELD,FHU,US,US-AZ
VENANGO REGIONAL,FKL,US,US-PA
FRANKLIN REGIONAL,FKN,US,US-VA
FOND DU LAC COUNTY,FLD,US,US-WI
FLAGSTAFF PULLIAM INTERNATIONAL,FLG,US,US-AZ
FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FLL,US,US-FL
FLORENCE REGIONAL,FLO,US,US-SC
MARION COUNTY REGIONAL,FLP,US,US-AR
SHERMAN ARMY AIR FIELD,FLV,US,US-KS
FALLON MUNICIPAL,FLX,US,US-NV
TIPTON,FME,US,US-MD
CAPE COD COAST GUARD AIR STATION,FMH,US,US-MA
FOUR CORNERS REGIONAL,FMN,US,US-NM
PAGE FIELD,FMY,US,US-FL
NORTHERN COLORADO REGIONAL,FNL,US,US-CO
BISHOP INTERNATIONAL,FNT,US,US-MI
FORT DODGE REGIONAL,FOD,US,US-IA
TOPEKA REGIONAL,FOE,US,US-KS
FRANCIS S GABRESKI,FOK,US,US-NY
FILLMORE MUNICIPAL,FIL,US,US-UT
ST LUCIE COUNTY INTERNATIONAL,FPR,US,US-FL
REPUBLIC,FRG,US,US-NY
FRENCH LICK MUNICIPAL,FRH,US,US-IN
MARSHALL ARMY AIR FIELD,FRI,US,US-KS
FAIRMONT MUNICIPAL,FRM,US,US-MN
FRONT ROYAL WARREN COUNTY,FRR,US,US-VA
SIOUX FALLS REGIONAL / JOE FOSS FIELD,FSD,US,US-SD
HENRY POST ARMY AIR FIELD (FORT SILL),FSI,US,US-OK
FORT SCOTT MUNICIPAL,FSK,US,US-KS
FORT SMITH REGIONAL,FSM,US,US-AR
FORT STOCKTON PECOS COUNTY,FST,US,US-TX
FORT SUMNER MUNICIPAL,FSU,US,US-NM
FORT MADISON MUNICIPAL,FMS,US,US-IA
GODMAN ARMY AIR FIELD,FTK,US,US-KY
FORT WORTH MEACHAM INTERNATIONAL,FTW,US,US-TX
FULTON COUNTY BROWN FIELD,FTY,US,US-GA
FULLERTON MUNICIPAL,FUL,US,US-CA
NORTHERN AROOSTOOK REGIONAL,WFK,US,US-ME
FORT WAYNE INTERNATIONAL,FWA,US,US-IN
FORT LAUDERDALE EXECUTIVE,FXE,US,US-FL
FOREST CITY MUNICIPAL,FXY,US,US-IA
FAYETTEVILLE MUNICIPAL,FYM,US,US-TN
DRAKE FIELD,FYV,US,US-AR
NORTHEAST ALABAMA REGIONAL,GAD,US,US-AL
GAGE,GAG,US,US-OK
MONTGOMERY COUNTY AIRPARK,GAI,US,US-MD
GREAT BEND MUNICIPAL,GBD,US,US-KS
GALESBURG MUNICIPAL,GBG,US,US-IL
WALTER J. KOLADZA,GBR,US,US-MA
NORTHEAST WYOMING REGIONAL,GCC,US,US-WY
GRANT CO REGIONAL/OGILVIE FIELD,JDA,US,US-OR
GARDEN CITY REGIONAL,GCK,US,US-KS
GRAND CANYON NATIONAL PARK,GCN,US,US-AZ
GREENEVILLE MUNICIPAL,GCY,US,US-TN
GARDNER MUNICIPAL,GDM,US,US-MA
DAWSON COMMUNITY,GDV,US,US-MT
GLADWIN ZETTEL MEMORIAL,GDW,US,US-MI
DELAWARE COASTAL,GED,US,US-DE
SPOKANE INTERNATIONAL,GEG,US,US-WA
SOUTH BIG HORN COUNTY,GEY,US,US-WY
GRAND FORKS INTERNATIONAL,GFK,US,US-ND
FLOYD BENNETT MEMORIAL,GFL,US,US-NY
GEORGETOWN COUNTY,GGE,US,US-SC
EAST TEXAS REGIONAL,GGG,US,US-TX
WOKAL FIELD/GLASGOW-VALLEY COUNTY,GGW,US,US-MT
CENTERVILLE MUNICIPAL,GHM,US,US-TN
WINTER HAVEN REGIONAL - GILBERT FIELD,GIF,US,US-FL
GRAND JUNCTION REGIONAL,GJT,US,US-CO
PORT MEADVILLE,MEJ,US,US-PA
GATLINBURG-PIGEON FORGE,GKT,US,US-TN
RENNER FIELD-GOODLAND MUNICIPAL,GLD,US,US-KS
GAINESVILLE MUNICIPAL,GLE,US,US-TX
MID DELTA REGIONAL,GLH,US,US-MS
GAYLORD REGIONAL,GLR,US,US-MI
SCHOLES INTERNATIONAL AT GALVESTON,GLS,US,US-TX
GLASGOW MUNICIPAL,GLW,US,US-KY
GREENVILLE DOWNTOWN,GMU,US,US-SC
GOODING MUNICIPAL,GNG,US,US-ID
GRANTS-MILAN MUNICIPAL,GNT,US,US-NM
GAINESVILLE REGIONAL,GNV,US,US-FL
GUTHRIE-EDMOND REGIONAL,GOK,US,US-OK
GROTON NEW LONDON,GON,US,US-CT
GLACIER PARK INTERNATIONAL,FCA,US,US-MT
GULFPORT BILOXI INTERNATIONAL,GPT,US,US-MS
GRAND RAPIDS ITASCA CO-GORDON NEWSTROM FIELD,GPZ,US,US-MN
GALION MUNICIPAL,GQQ,US,US-OH
AUSTIN STRAUBEL INTERNATIONAL,GRB,US,US-WI
GREENWOOD COUNTY,GRD,US,US-SC
GREENVILLE,GRE,US,US-IL
GRAY ARMY AIR FIELD,GRF,US,US-WA
CENTRAL NEBRASKA REGIONAL,GRI,US,US-NE
KILLEEN-FORT HOOD REGIONAL / ROBERT GRAY ARMY AIR FIELD,GRK,US,US-TX
GORDON MUNICIPAL,GRN,US,US-NE
GERALD R. FORD INTERNATIONAL,GRR,US,US-MI
SEYMOUR JOHNSON AIR FORCE BASE,GSB,US,US-NC
GOSHEN MUNICIPAL,GSH,US,US-IN
PIEDMONT TRIAD INTERNATIONAL,GSO,US,US-NC
GREENVILLE SPARTANBURG INTERNATIONAL,GSP,US,US-SC
GREAT FALLS INTERNATIONAL,GTF,US,US-MT
GRANTSBURG MUNICIPAL,GTG,US,US-WI
GOLDEN TRIANGLE REGIONAL,GTR,US,US-MS
GUNNISON CRESTED BUTTE REGIONAL,GUC,US,US-CO
GALLUP MUNICIPAL,GUP,US,US-NM
GRISSOM AIR RESERVE BASE,GUS,US,US-IN
GUYMON MUNICIPAL,GUY,US,US-OK
LEE GILMER MEMORIAL,GVL,US,US-GA
MAJORS,GVT,US,US-TX
KAGI,KGW,PG,PG-CPM
GREENWOOD–LEFLORE,GWO,US,US-MS
GLENWOOD SPRINGS MUNICIPAL,GWS,US,US-CO
GRAYLING,KGX,US,US-AK
GREELEY–WELD COUNTY,GXY,US,US-CO
DONALDSON FIELD,GDC,US,US-SC
NORTH TEXAS REGIONAL/PERRIN FIELD,PNX,US,US-TX
PHOENIX GOODYEAR,GYR,US,US-AZ
GARY CHICAGO INTERNATIONAL,GYY,US,US-IN
GLACIER CREEK,KGZ,US,US-AK
DARA SAKOR INTERNATIONAL,DSY,KH,KH-9
MARION COUNTY RANKIN FITE,HAB,US,US-AL
HALF MOON BAY,HAF,US,US-CA
THREE RIVERS MUNICIPAL DR HAINES,HAI,US,US-MI
BUTLER CO REGIONAL - HOGAN FIELD,HAO,US,US-OH
HATTIESBURG BOBBY L CHAIN MUNICIPAL,HBG,US,US-MS
HOBART REGIONAL,HBR,US,US-OK
BREWSTER FIELD,HDE,US,US-NE
YAMPA VALLEY,HDN,US,US-CO
THOMPSON-ROBBINS,HEE,US,US-AR
MANASSAS REGIONAL/HARRY P. DAVIS FIELD,MNZ,US,US-VA
NATCHEZ–ADAMS COUNTY / HARDY-ANDERS FIELD,HEZ,US,US-MS
HARTFORD BRAINARD,HFD,US,US-CT
MACKALL ARMY AIR FIELD,HFF,US,US-NC
HAGERSTOWN REGIONAL RICHARD A HENSON FIELD,HGR,US,US-MD
JACK NORTHROP FIELD HAWTHORNE MUNICIPAL,HHR,US,US-CA
STAN STAMPER MUNICIPAL,HUJ,US,US-OK
RANGE REGIONAL,HIB,US,US-MN
MOUNT WASHINGTON REGIONAL,HIE,US,US-NH
HILL AIR FORCE BASE,HIF,US,US-UT
LAKE HAVASU CITY INTERNATIONAL,HII,US,US-AZ
PORTLAND HILLSBORO,HIO,US,US-OR
BLYTHEVILLE MUNICIPAL,HKA,US,US-AR
HAWKINS FIELD,HKS,US,US-MS
HICKORY REGIONAL,HKY,US,US-NC
HILLENBRAND INDUSTRIES,HLB,US,US-IN
HILL CITY MUNICIPAL,HLC,US,US-KS
WHEELING OHIO COUNTY,HLG,US,US-WV
PARK TOWNSHIP,HLM,US,US-MI
HELENA REGIONAL,HLN,US,US-MT
HOOD ARMY AIR FIELD,HLR,US,US-TX
HOLLOMAN AIR FORCE BASE,HMN,US,US-NM
HEMET RYAN,HMT,US,US-CA
HUNTINGBURG,HNB,US,US-IN
HENDERSON EXECUTIVE,HSH,US,US-NV
LEA COUNTY REGIONAL,HOB,US,US-NM
HURON REGIONAL,HON,US,US-SD
CAMPBELL AAF (FORT CAMPBELL) AIR FIELD,HOP,US,US-KY
MEMORIAL FIELD,HOT,US,US-AR
WILLIAM P HOBBY,HOU,US,US-TX
WESTCHESTER COUNTY,HPN,US,US-NY
HAMPTON MUNICIPAL,HPT,US,US-IA
BAYTOWN,HPY,US,US-TX
BOWERMAN,HQM,US,US-WA
HERMISTON MUNICIPAL,HES,US,US-OR
VALLEY INTERNATIONAL,HRL,US,US-TX
BOONE COUNTY,HRO,US,US-AR
HARRISBURG-RALEIGH,HSB,US,US-IL
BILLY MITCHELL,HNC,US,US-NC
HOT SPRINGS COUNTY,THP,US,US-WY
HASTINGS MUNICIPAL,HSI,US,US-NE
INGALLS FIELD,HSP,US,US-VA
HOMESTEAD ARB,HST,US,US-FL
HUNTSVILLE INTERNATIONAL CARL T JONES FIELD,HSV,US,US-AL
HAWTHORNE INDUSTRIAL,HTH,US,US-NV
ROSCOMMON COUNTY - BLODGETT MEMORIAL,HTL,US,US-MI
EAST HAMPTON,HTO,US,US-NY
TRI-STATE/MILTON J. FERGUSON FIELD,HTS,US,US-WV
LAWRENCE COUNTY AIRPARK,HTW,US,US-OH
REDSTONE ARMY AIR FIELD,HUA,US,US-AL
TERRE HAUTE REGIONAL- HULMAN FIELD,HUF,US,US-IN
HOULTON INTERNATIONAL,HUL,US,US-ME
HOUMA TERREBONNE,HUM,US,US-LA
HUTCHINSON MUNICIPAL,HUT,US,US-KS
HANKSVILLE,HVE,US,US-UT
TWEED NEW HAVEN,HVN,US,US-CT
HAVRE CITY COUNTY,HVR,US,US-MT
HARTSVILLE REGIONAL,HVS,US,US-SC
HAYWARD EXECUTIVE,HWD,US,US-CA
NORTH PERRY,HWO,US,US-FL
BROOKHAVEN,WSH,US,US-NY
HILTON HEAD,HHH,US,US-SC
BARNSTABLE MUNICIPAL BOARDMAN POLANDO FIELD,HYA,US,US-MA
SAWYER COUNTY,HYR,US,US-WI
HAYS REGIONAL,HYS,US,US-KS
HAZLETON MUNICIPAL,HZL,US,US-PA
NORTHEAST OHIO REGIONAL,JFN,US,US-OH
MC CONNELL AIR FORCE BASE,IAB,US,US-KS
WASHINGTON DULLES INTERNATIONAL,IAD,US,US-DC
NIAGARA FALLS INTERNATIONAL,IAG,US,US-NY
GEORGE BUSH INTERCONTINENTAL HOUSTON,IAH,US,US-TX
SCHENCK FIELD,ICL,US,US-IA
WICHITA EISENHOWER NATIONAL,ICT,US,US-KS
IDAHO FALLS REGIONAL,IDA,US,US-ID
INDIANA COUNTY/JIMMY STEWART FLD/,IDI,US,US-PA
INDEPENDENCE MUNICIPAL,IDP,US,US-KS
PINE RIDGE,XPR,US,US-SD
IOWA FALLS MUNICIPAL,IFA,US,US-IA
LAUGHLIN BULLHEAD INTERNATIONAL,IFP,US,US-AZ
KINGMAN,IGM,US,US-AZ
GREATER KANKAKEE,IKK,US,US-IL
KILWA,KIL,CD,CD-KA
SKYLARK FIELD,ILE,US,US-TX
NEW CASTLE,ILG,US,US-DE
WILMINGTON INTERNATIONAL,ILM,US,US-NC
WILMINGTON AIRPARK,ILN,US,US-OH
IMPERIAL MUNICIPAL,IML,US,US-NE
IMMOKALEE REGIONAL,IMM,US,US-FL
MADISON MUNICIPAL,MDN,US,US-IN
FORD,IMT,US,US-MI
INDIANAPOLIS INTERNATIONAL,IND,US,US-IN
WINKLER COUNTY,INK,US,US-TX
FALLS INTERNATIONAL,INL,US,US-MN
CREECH AIR FORCE BASE,INS,US,US-NV
SMITH REYNOLDS,INT,US,US-NC
WINSLOW LINDBERGH REGIONAL,INW,US,US-AZ
IOWA CITY MUNICIPAL,IOW,US,US-IA
IMPERIAL COUNTY,IPL,US,US-CA
WILLIAMSPORT REGIONAL,IPT,US,US-PA
KIRA,KIQ,PG,PG-NPP
KIRKSVILLE REGIONAL,IRK,US,US-MO
KIRSCH MUNICIPAL,IRS,US,US-MI
KISSIMMEE GATEWAY,ISM,US,US-FL
KINSTON REGIONAL JETPORT AT STALLINGS FIELD,ISO,US,US-NC
LONG ISLAND MAC ARTHUR,ISP,US,US-NY
SCHOOLCRAFT COUNTY,ISQ,US,US-MI
ALEXANDER FIELD SOUTH WOOD COUNTY,ISW,US,US-WI
ITHACA TOMPKINS REGIONAL,ITH,US,US-NY
PHOENIX–MESA GATEWAY,AZA,US,US-AZ
GOGEBIC IRON COUNTY,IWD,US,US-MI
WISCASSET,ISS,US,US-ME
WEST HOUSTON,IWS,US,US-TX
NEW CENTURY AIRCENTER,JCI,US,US-KS
INYOKERN,IYK,US,US-CA
SANTA YNEZ,SQA,US,US-CA
EASTERN SLOPES REGIONAL,FRY,US,US-ME
JACKSON HOLE,JAC,US,US-WY
JACKSON-MEDGAR WILEY EVERS INTERNATIONAL,JAN,US,US-MS
JASPER COUNTY BELL FIELD,JAS,US,US-TX
JACKSONVILLE INTERNATIONAL,JAX,US,US-FL
JONESBORO MUNICIPAL,JBR,US,US-AR
KIMBLE COUNTY,JCT,US,US-TX
JORDAN,JDN,US,US-MT
JEFFERSON CITY MEMORIAL,JEF,US,US-MO
JOHN F KENNEDY INTERNATIONAL,JFK,US,US-NY
CHAUTAUQUA COUNTY-JAMESTOWN,JHW,US,US-NY
JACK EDWARDS NATIONAL,GUF,US,US-AL
JOPLIN REGIONAL,JLN,US,US-MO
JAMESTOWN REGIONAL,JMS,US,US-ND
JOLIET REGIONAL,JOT,US,US-IL
CONCORD-PADGETT REGIONAL,USA,US,US-NC
CHEROKEE COUNTY,JKV,US,US-TX
JOHN MURTHA JOHNSTOWN CAMBRIA COUNTY,JST,US,US-PA
SOUTHERN WISCONSIN REGIONAL,JVL,US,US-WI
BLANG PIDIE,KJX,ID,ID-AC
JACKSON COUNTY REYNOLDS FIELD,JXN,US,US-MI
MESA DEL REY,KIC,US,US-CA
SOUTHWEST WASHINGTON REGIONAL,KLS,US,US-WA
EKUK,KKU,US,US-AK
FURNACE CREEK,DTH,US,US-CA
BORREGO VALLEY,BXS,US,US-CA
BIG BEAR CITY,RBF,US,US-CA
TRONA,TRH,US,US-CA
SOUTHEAST COLORADO REGIONAL,LAA,US,US-CO
PURDUE UNIVERSITY,LAF,US,US-IN
LAKELAND LINDER INTERNATIONAL,LAL,US,US-FL
LOS ALAMOS,LAM,US,US-NM
CAPITAL CITY,LAN,US,US-MI
LARAMIE REGIONAL,LAR,US,US-WY
MCCARRAN INTERNATIONAL,LAS,US,US-NV
LAWTON FORT SILL REGIONAL,LAW,US,US-OK
LOS ANGELES INTERNATIONAL,LAX,US,US-CA
LUBBOCK PRESTON SMITH INTERNATIONAL,LBB,US,US-TX
ARNOLD PALMER REGIONAL,LBE,US,US-PA
NORTH PLATTE REGIONAL LEE BIRD FIELD,LBF,US,US-NE
LIBERAL MID-AMERICA REGIONAL,LBL,US,US-KS
LUMBERTON REGIONAL,LBT,US,US-NC
TEXAS GULF COAST REGIONAL,LJN,US,US-TX
LAKE CHARLES REGIONAL,LCH,US,US-LA
LACONIA MUNICIPAL,LCI,US,US-NH
RICKENBACKER INTERNATIONAL,LCK,US,US-OH
LAKE CITY GATEWAY,LCQ,US,US-FL
LINDEN,LDJ,US,US-NJ
MASON COUNTY,LDM,US,US-MI
LEBANON MUNICIPAL,LEB,US,US-NH
LEESBURG INTERNATIONAL,LEE,US,US-FL
LEMMON MUNICIPAL,LEM,US,US-SD
AUBURN LEWISTON MUNICIPAL,LEW,US,US-ME
BLUE GRASS,LEX,US,US-KY
LANGLEY AIR FORCE BASE,LFI,US,US-VA
ANGELINA COUNTY,LFK,US,US-TX
LAFAYETTE REGIONAL,LFT,US,US-LA
LA GUARDIA,LGA,US,US-NY
LONG BEACH (DAUGHERTY FIELD),LGB,US,US-CA
LAGRANGE CALLAWAY,LGC,US,US-GA
LA GRANDE/UNION COUNTY,LGD,US,US-OR
LAGUNA ARMY AIRFIELD,LGF,US,US-AZ
LOGAN-CACHE,LGU,US,US-UT
WILLIAM T. PIPER MEMORIAL,LHV,US,US-PA
WRIGHT AAF (FORT STEWART)/MIDCOAST REGIONAL,LIY,US,US-GA
TRIANGLE NORTH EXECUTIVE,LFN,US,US-NC
LIMON MUNICIPAL,LIC,US,US-CO
BILL & HILLARY CLINTON NATIONAL/ADAMS FIELD,LIT,US,US-AR
LAKE PLACID,LKP,US,US-NY
LOUISA COUNTY/FREEMAN FIELD,LOW,US,US-VA
LAKE COUNTY,LKV,US,US-OR
CHALLIS,CHL,US,US-ID
LOUISVILLE WINSTON COUNTY,LMS,US,US-MS
CRATER LAKE-KLAMATH REGIONAL,LMT,US,US-OR
PALM BEACH COUNTY PARK,LNA,US,US-FL
HUNT FIELD,LND,US,US-WY
LINCOLN,LNK,US,US-NE
LAKE COUNTY EXECUTIVE,LNN,US,US-OH
LONESOME PINE,LNP,US,US-VA
TRI-COUNTY REGIONAL,LNR,US,US-WI
LANCASTER,LNS,US,US-PA
DERBY FIELD,LOL,US,US-NV
WINGS FIELD,BBX,US,US-PA
LEWIS UNIVERSITY,LOT,US,US-IL
BOWMAN FIELD,LOU,US,US-KY
LONDON-CORBIN/MAGEE FIELD,LOZ,US,US-KY
LOMPOC,LPC,US,US-CA
PICKENS COUNTY,LQK,US,US-SC
LAREDO INTERNATIONAL,LRD,US,US-TX
LITTLE ROCK AIR FORCE BASE,LRF,US,US-AR
LE MARS MUNICIPAL,LRJ,US,US-IA
LAS CRUCES INTERNATIONAL,LRU,US,US-NM
LORDSBURG MUNICIPAL,LSB,US,US-NM
LA CROSSE REGIONAL,LSE,US,US-WI
LAWSON ARMY AIR FIELD (FORT BENNING),LSF,US,US-GA
LUSK MUNICIPAL,LSK,US,US-WY
LOS BANOS MUNICIPAL,LSN,US,US-CA
NELLIS AIR FORCE BASE,LSV,US,US-NV
ALTUS AIR FORCE BASE,LTS,US,US-OK
LUKE AIR FORCE BASE,LUF,US,US-AZ
CINCINNATI MUNICIPAL LUNKEN FIELD,LUK,US,US-OH
HESLER NOBLE FIELD,LUL,US,US-MS
LIVERMORE MUNICIPAL,LVK,US,US-CA
